Accession Number,Author,Title,Publisher,Year,Branch,Subject,Shelf,Stack
2523,"Cisneros, Isabel",Spanish in Three Months,Hugo Language Books Ltd,1984,I.T.,Management,GENERAL,21
2524,IBM,Introduction to Building the Data Warehouse,Prentice Hall,2003,Management,Data Warehousing,GENERAL,28
2525,"Rajan, Raghuram G.",Saving Capitalism from the Capitalists,Random House,2003,I.T.,Management,GENERAL,21
2526,"Prahalad, C. K.",Future of Competition,Harvard Business School Press,2004,I.T.,Management,GENERAL,21
2527,"Kanetkar, Yashwant",Let Us C,BPB Publications,10 th / 2002,computer,C Programming,E,4
2528,"Johnson, Phil & Duberley, Joanne",Understanding Management Research,Sage Publications,2000,Management,Research Methodology,GENERAL,21
2529,"Gill, John & Johnson, Phil",Research Methods for Managers,Sage Publications,3 rd / 2002,Management,Research Methodology,GENERAL,21
2530,"Thietart, Raymond-Alain",Doing Management Research : A Comprehensive Guide,Sage Publications,2001,Management,Research Methodology,GENERAL,21
2531,"Lurie, Karen",Cracking the GRE,Random House,2004,I.T.,Competitive Examinations,GENERAL,6
2532,"Martz, Geoff and Robinson, Adam",Cracking the GMAT,Random House,2004,I.T.,Competitive Examinations,GENERAL,6
2533,"Miller, George S.",Cracking the TOEFL CBT,Random House,2004,I.T.,Competitive Examinations,GENERAL,6
2534,"Kulkarni, M. M.",Industrial Organisation and Management,Everest Publishing House,2001,Management,Management,GENERAL,21
2535,"Oka, Milind M.",Guidelines for Preparing Student's Project Reports,Everest Publishing House,2001,I.T.,Project Management,G,4
2536,"Kulkarni, M. V.",Marketing Research,Everest Publishing House,4th/2004,Management,Management,GENERAL,21
2537,"Leon, Alexix",ERP Demystified,Tata McGraw-Hill Publishing Company Limited,2000,Management,Enterprise Resource Planning,G,4
2538,"Thompson, Arthur",Business Strategy Game : A Global Industry Simulation,McGraw Hill Publishing Company Ltd,7th / 2002,Management,Management,GENERAL,21
2539,"Carnegie, Dale","Leader In You : How to win Friends, Influence People and Succeed in a Changing World",Pocket Books,1993,Management,Management,GENERAL,21
2540,"Stallings, William",Wireless Communication and Networking,Pearson Education,2004,Management,Wireless Communication,C,11
2541,"Mayes, Timothy R.",Financial Analysis with Miocrosoft Excel 2002,Thomson Learning,3 rd / 2004,Management,Management,GENERAL,21
2542,"Samuelson, Paul A.",Economics,Tata McGraw-Hill Publishing Company Limited,27 th / 2002,Management,Management,GENERAL,21
2543,"Chakraborty, Debanshu",Leadership & Motivation,Rupa & Co.,2004,I.T.,Self Help,GENERAL,11
2544,"Ziglar, Zig",Ziglar on Selling,Magna Publishing Co Ltd.,2000,Management,Management,GENERAL,21
2545,"Brealey, Richard A. and Myers, Stewart C.",Principles of Corporate Finance,Tata McGraw-Hill Publishing Company Limited,7th / 2003,Management,Management,GENERAL,21
2547,"Pandey, I. M.",Financial Management,Vikas Publishing House Pvt Ltd.,8th / 1999,Management,Management,GENERAL,21
2548,"Chandra, Prasanna",Financial Management : Theory and Practice,Tata McGraw-Hill Publishing Company Limited,5th / 2001,Management,Management,GENERAL,21
2550,"Horne, James C.",Financial Management and Policy,Pearson Education,2002,Management,Management,GENERAL,21
2552,"Swartz, Mimi",Power Failure : The Inside Story of the Collapse of ENRON,Doubleday,2003,I.T.,Management,GENERAL,21
2553,"While, Gerald",Analysis and Use of Financial Statements,Wiley India Pvt. Ltd.,3rd / 2003,Management,Management,GENERAL,21
2554,"Goodrich, Michael T. ; Tamassia, Roberto and Mount, David",Data Structures and Algorithms in C++,Wiley India Pvt. Ltd.,2004,Computer,Data Structures,E,12
2557,"Denny, Richard",Selling to Win : Tested Techniques for Closing the Sale,Kogan Page India Pvt Ltd.,2nd / 1997,I.T.,Management,GENERAL,21
2558,"Shipman, Alan",Gloabalization Myth,Icon Books,2002,Management,Management,GENERAL,21
2559,Oxford University Press,Human Development in South Asia 2003,Oxford University Press,2004,Management,Management,GENERAL,21
2560,"Martin, Xavier S.",Global Competitiveness Report 2003-2004,Oxford University Press,2004,I.T.,Management,GENERAL,21
2561,"Jain, Rajesh",Gods are Meeting & You are Invited,Janus Advisary Services,2003,I.T.,Management,GENERAL,21
2562,"Longworth, Richard C.",Global Squeeze : The Coming Crisis for First - World Nations,Contemptory Books,1998,I.T.,Management,GENERAL,21
2569,"Dessler, Gary",Human Resource Management,Prentice Hall of India,2004,Management,Management,GENERAL,21
2573,"Sharma, R. C.",Business Correspondence and Report Writing,Tata McGraw-Hill Publishing Company Limited,2002,Management,Communication,GENERAL,21
2574,"Saunders, Mark, Lewis, Philip and Thornhill, Adrian",Research Methods for Business Students,Pearson Education,3rd / 2003,Management,Research Methodology,GENERAL,21
2575,"Koontz, Harold and Weihrich, Heinz",Essentials of Management,Tata McGraw-Hill Publishing Company Limited,5th / 1998,Management,Management,GENERAL,21
2576,"Robbins, Stephens",Organization Behaviour,Eastern Economy Edition,10 th /2003,Management,Management,GENERAL,21
2577,"Drafke, Michael ; Stan kossan",Human side of the Organization,Eastern Economy Edition,8th/2002,Management,Management,GENERAL,21
2578,"Blanchard, Ken",On - Time On - Target Manager,Harper Collins Publisher,2004,I.T.,Management,GENERAL,21
2579,"Tammemagi, Hans",Winning Proposals : How to Write Them and Get Results,Unistar Books Pvt Ltd,2nd / 2004,I.T.,Communication,G,9
2580,"Dani, Hemant R.","Balance Sheets : Contents, Analysis and Interetation",Vision Books,2003,Management,Management,GENERAL,21
2581,"Chandrasekhar, R",Buck Stops Here,Macmillan India Ltd.,1997,I.T.,Management,GENERAL,21
2582,"Jain, Virendra",Investors Beware : How Small Investors Lost-Out in the Spiral of Booms and Bust,Macmillan India Ltd.,2001,Management,Management,GENERAL,21
2583,"Schiraldi, Glenn R. and Kerr, Melissa Hallmark",Anger Management Sourcebook,Tata McGraw-Hill Publishing Company Limited,2004,Management,Management,GENERAL,21
2584,"Maslow, Abraham H.",Motivation and Personality,Pearson Education,3rd / 1987,I.T.,Self Help,GENERAL,11
2585,"Shookla, M. S.",Handbook of Human Relations,Macmillan India Ltd.,2004,Management,Management,GENERAL,21
2586,"Rao, T. V.",Future of HRD,Macmillan India Ltd.,1st / 2003,Management,Management,GENERAL,21
2587,"Jayachandra, Y.",Future Prospect : Envisioning E-Business in 2020,Tata McGraw-Hill Publishing Company Limited,2003,I.T.,Management,GENERAL,21
2588,"Shaffer, Gin",Leadership Solution,Tata McGraw-Hill Publishing Company Limited,2003,Management,Management,GENERAL,21
2589,"Calvin, Robert J",Entrepreneurial Management,Tata McGraw-Hill Publishing Company Limited,2004,Management,Management,GENERAL,21
2590,"Chowdhury, Subir",Power of Six Sigma,Pearson Education,2001,I.T.,Management,GENERAL,21
2591,"Pande, Peter S. ; Neuman, Robert P. and Cavanagh, Roland R.",Six Sigma Way : Team Fieldbook,Tata McGraw-Hill Publishing Company Limited,2003,I.T.,Management,GENERAL,21
2592,"Prahalad, C. K.",Future of Competition,Harvard Business School Press,2004,I.T.,Management,GENERAL,21
2593,"Paravikar, Sashutosh",Fiscal Deficit and Inflation in India,Pearson Education,2003,I.T.,Management,GENERAL,21
2596,"D'Alessandro, David F.",Career Warfare,Tata McGraw-Hill Publishing Company Limited,2004,I.T.,Management,GENERAL,21
2597,"Freddman, Mike",Art & Disipline of Strategic Leadership,Tata McGraw-Hill Publishing Company Limited,2004,Management,Management,GENERAL,21
2598,"Hicks, Greg",Leader Shock And How to Triumph Over It,Tata McGraw-Hill Publishing Company Limited,2003,I.T.,Management,GENERAL,21
2599,"Debroy, Bibek",India The Political Economy of Reforms,Bookwell,2004,Management,Management,GENERAL,21
2600,"Brigham, Eugene F.",Financial Management : Theory and Practice,Thomson Learning,10th/2002,Management,Management,GENERAL,21
2601,"Siegel, Joel G.",Preparing & Using Financial Reports,Thomson Learning,2003,Management,Management,GENERAL,21
2602,"Kotler, Philip",Ten Deadly Marketing Sins : Signs and Solutions,John Wiley & Sons,2004,I.T.,Management,GENERAL,21
2603,"Weill, Peter and Vitale, Michael R.",Place to Space : Migrating to eBusiness Models,Harvard Business School Press,2001,Management,Management,GENERAL,21
2604,"Tulsian, P. C.",Financial Accounting,Pearson Education,2003,Management,Management,GENERAL,21
2605,"Arnold, William",Human Touch,John Wiley & Sons,1993,I.T.,Management,GENERAL,21
2606,"Belkin, Gary S.",Introduction to Counselling,Wm.C Brown Comapany Publishing,1980,I.T.,Management,GENERAL,21
2607,"Iannuzzi, Patricia",Teaching Study Skills and Strategies in College,Allyn and Bacon,1998,I.T.,Management,GENERAL,21
2608,"Harnadek, Anita",Critical Thinking Book 2,Midwest Publication Co,1980,I.T.,Management,GENERAL,21
2609,"Cokins, Gary",Activity- Based Cost Management,John Wiley & Sons,2001,Management,Management,GENERAL,21
2610,"Wolf, Thomas",Managing a Nonprofit Organization in the Twenty-First Century,Fireside Book,1999,I.T.,Management,GENERAL,21
2611,"Swiss, Deborah",The Male Mind at Work : A Woman's Guide to Winning at Working with Men,Perseus Publication,2000,I.T.,Management,GENERAL,21
2612,"Michaelson, Gerald A.",Strategies for Marketing,Tata McGraw-Hill Publishing Company Limited,2004,Management,Management,GENERAL,21
2613,"Ahmed, Abad",Passion to Win,Excel Books,2004,I.T.,Management,GENERAL,21
2614,"Greenwich, Carolyn",Fun and Gains,Tata McGraw-Hill Publishing Company Limited,2004,I.T.,Management,GENERAL,21
2615,"D'Alessandro, David F.",Career Warfare,Tata McGraw-Hill Publishing Company Limited,2004,I.T.,Management,GENERAL,21
2616,"Dutta, Subijoy",Environment Treatment Technologies for Hazardous and Medical Wastes,Tata McGraw-Hill Publishing Company Limited,2002,I.T.,Management,GENERAL,21
2617,"Lurie, Karen",Cracking the GRE,Random House,2005,I.T.,Competitive Examinations,GENERAL,6
2618,"Dessler, Garry",Framework for Human Resource Management,Pearson Education,3rd / 2004,I.T.,Management,GENERAL,21
2619,"Ghoshal, Sumantra",Managing Radical Change : What Indian Companies Must Do to Become World Class,Penguin Books,2002,I.T.,Management,GENERAL,21
2620,"Koch, Richard",80 / 20 Principle : The Secret of Achieving More with Less,Nicholas Brealey Publishing,1998,I.T.,Management,GENERAL,21
2621,"Ziglar, Zig",Over the Top,Magna Publishing Co Ltd.,1999,I.T.,Management,GENERAL,21
2622,"Ziglar, Zig",Ziglar on Selling,Magna Publishing Co Ltd.,2000,I.T.,Management,GENERAL,21
2623,"Das, Gurcharan",Elephant Paradigm,Penguin Books,2002,I.T.,Management,GENERAL,21
2624,"Peters, Tom",Persuit of Wow,Vintage Books,1994,I.T.,Management,GENERAL,21
2625,Cohen. Herb,Negotiate This !,Warner Books,2003,I.T.,Management,GENERAL,21
2626,"Semler, Ricardo",Maverick : The Success Story Behind the World's Most Unusual Workplace,Arrow Books,1993,I.T.,Management,GENERAL,21
2627,"Crawford, Fred and Mathews, Ryan",Myth of Excellence,Three Rivers Press,2001,I.T.,Management,GENERAL,21
2628,"Covey, Stephen R.",Seven Habits for Highly Effective People : Powerful Lessons in Personal Change,Simon & Schuster,1989,I.T.,Self Help,GENERAL,11
2629,"Ohmae, Kenichi",Mind of the Strategist : The Art of Japanese Business,Tata McGraw-Hill Publishing Company Limited,2002,I.T.,Management,GENERAL,21
2630,"Cohen, Herb",You Can Negotiate Anything,Jaico Publishing House,2004,I.T.,Management,GENERAL,21
2631,"Slater, Robert",Jack Welch and the GE Way: Management Insights and Leadership Secrets of the Legendary CEO,McGraw Hill Publishing Company Ltd,1999,I.T.,Management,GENERAL,21
2632,"Micklethwait, John and Wooldridge, Adrian",Future Perfect : The Challenge and Promise of Globalization,Random House,2003,I.T.,Management,GENERAL,21
2633,"Prahalad, C. K. and Ramaswamy, Venkat",Future of Competition,Harvard Business School Press,2004,I.T.,Management,GENERAL,21
2634,"Stiglitz, Joseph",Globalization and Its Discontents,Punguin,2002,I.T.,Management,GENERAL,21
2635,"Sharma, Radha",360 Degree Feedback. Competancy Mapping and Assesment Centers,Tata McGraw-Hill Publishing Company Limited,2002,I.T.,Management,GENERAL,21
2636,"Turner, Marcia Layton",How to Think Like The World Greatest Marketing Minds,Tata McGraw-Hill Publishing Company Limited,2003,I.T.,Management,GENERAL,21
2637,"Blanchard, Ken",Heart of a Leader,Honor Books,1999,I.T.,Management,GENERAL,21
2638,"Chaudhuri, Malay",Great Indian Dream,Macmillan India Ltd.,2003,I.T.,Management,GENERAL,21
2639,"Grove, Andrew S.",Only The Paranoid Survive,Profile Books,2003,I.T.,Management,GENERAL,21
2640,"Carnegie, Dale",How to Stop Worrying and Start Living,Vermilion,1992,I.T.,Self Help,GENERAL,21
2641,"Gerstner, Louis V.",Who says Elephants Can't Dance?,Harper Collins Publisher,2002,I.T.,Self Help,GENERAL,21
2642,"Peters, Tom and Waterman, Robert H.",In Search of Excellence,Profile Books,2003,I.T.,Self Help,GENERAL,21
2643,"Covey, Stephen",First Things First,Simon & Schuster,1989,I.T.,Self Help,GENERAL,21
2644,"Friedman, Thomas L.",Lexus and the Olive Tree,Harper Collins Publisher,2000,I.T.,Management,GENERAL,21
2645,"Iacocca, Lee",Iacocca: An Autobiography,Bantam Books,365,I.T.,Autobiography,GENERAL,26
2646,"Collins, Jim",Good to Great,Random House,2001,I.T.,Self Help,GENERAL,11
2647,"Kiyosaki, Robert T.",Rich Kid Smart Kid,Warner Business Books,2001,I.T.,Self Help,GENERAL,11
2649,"Goleman, Daniel",Working with Emotional Intelligence,Bantam Books,1998,I.T.,Self Help,GENERAL,11
2650,"Goleman, Daniel",Emotional Intelligence,Bantam Books,1995,I.T.,Self Help,GENERAL,11
2651,"Bossidy, Larry & Charan, Ram",Execution : The Discipline of Getting Things Done,Crown Business,2002,I.T.,Management,GENERAL,21
2652,"Moschella, David",Customer Driven It : How Users are Shaping Technology Industry Growth,Harvard Business School Press,2003,I.T.,Management,GENERAL,21
2653,"Rajan, Raghuram G.",Saving Capitalism from the Capitalists,Random House,2003,I.T.,Management,GENERAL,21
2654,"Foster, Richard",Creative Destruction,A Currency Book,2001,I.T.,Management,GENERAL,21
2655,"Branson, Richard",Losing My Verginity : The Autobiography,Vergin Books Ltd,2002,I.T.,Autobiography,GENERAL,26
2656,"Jauhari, Vinnie",Business Strategy : Growth Options and Dynamics of Change,Excel Books,2001,Management,Management,GENERAL,21
2657,"Moon, Chris and Bonny, Clive",Business Ethics,Profile Books,2002,Management,Management,GENERAL,21
2658,"Stiles, Philip",Boards at Work : How Directors View their Roles and Resposnibilities,Oxford University Press,2001,Management,Management,GENERAL,21
2659,"Robbins, Stephen",Organization Behavior,Prentice Hall of India,10th/2003,Management,Management,GENERAL,21
002666,"Kotler, Philip",Marketing management,Pearson Education,2003,Management,Management,GENERAL,21
002673,"Anderson, David; Sweeney, Dennis",Quantitive Method For Business,Thomson Learning ,2004,Management,Management,GENERAL,21
002675,"Levi, Maurice D ",International Finance ,McGraw Hill Publishing Company Ltd ,1996,Management,Management,GENERAL,21
002676,"Goldratt, Eliyahu M.",Critical Chain : A Business Novel ,The North River Press,1997,I.T.,Management,GENERAL,21
002677,"Thomas, Alan","Controversies in Management : Issues, Debates, Answers",Routledge,2003,Management,Management,GENERAL,21
002678,"Kiyosaki, Robert T",Rich Dad's Prophecy,Warner Books ,2002,I.T.,Management,GENERAL,21
002679,"Tang, Jie ",Changing face of Chinese Management ,Routledge ,2003,Management,Management,GENERAL,21
002680,"Rao, S. L. ",Elephants Can't Dance : Managing in a Reforming Economy ,Global Business Press ,2001,I.T.,Management,GENERAL,21
002681,"Gibbs, Andy ",Essentials of Patents ,John Wiley & Sons,2003,I.T.,Management,GENERAL,21
002682,"Imai, Masaaki ","Gemba Kaizen :A commonsense,low - cost ,A approach to management",McGraw Hill Publishing Company Ltd ,2001,Management,Management,GENERAL,21
002683,"Wolfe, Joseph ",Global Business Game : A Strategic Management and International Business Simulation ,Thomson Learning ,2003,Management,Management,GENERAL,21
002684,"Khan, M Y",Financial Services ,Tata McGraw-Hill Publishing Company Limited ,2004,Management,Management,GENERAL,21
002687,"Maheshwari, S N",Financial Management:Principles and Practice,Sultan Chand & Sons ,2004,Management,Management,GENERAL,21
